cpu_atom/cycles,cpu_core/cycles,cpu_atom/instructions,cpu_core/instructions,cpu_atom/cache-references,cpu_core/cache-references,cpu_atom/cache-misses,cpu_core/cache-misses,cpu_atom/branch-instructions,cpu_core/branch-instructions,cpu_atom/branch-misses,cpu_core/branch-misses,cpu_atom/bus-cycles,cpu_core/bus-cycles
91076651,122876830,67652592,119539852,3491059,5302509,1299335,1508359,12059427,22479796,482054,616220,204251775,281894080
241833851,461813233,368113165,718525849,4109227,13265873,1283954,3078789,30570017,70508925,756882,1263835,438496630,825466200,2025-08-29 16:06:05
29048693,83074669,9103607,45189611,852050,4535068,377407,1150771,1791196,6584370,117787,404448,90458680,247506285,2025-08-29 16:06:08
104290066,108402765,75334456,98438661,2458680,4921291,883601,1162894,13532382,18805042,490795,512335,222469325,270414430,2025-08-29 16:06:11
37965986,86602337,9595674,73537918,1274674,4343087,581177,1240402,1704748,8365884,174900,372553,146489850,267845240,2025-08-29 16:06:14
103946338,157826221,55748590,109080980,2605881,7984143,1070544,2067259,10154967,20611679,481384,818116,247152295,426888215,2025-08-29 16:06:17
